level	score	vocab	morph	len	clauses	sr	ru	sr_id
2	3.87	3.23	0	2	1	Požuri malo!	Поспеши немножко!	398506
2	3.87	3.22	0	3	1	Auto je plav.	Машина синяя.	3334496
2	3.87	3.22	0	3	1	Izgledaš veoma umorno.	Ты выглядишь очень усталым.	3426503
2	3.87	3.22	0	3	1	Izgledaš veoma umorno.	Ты выглядишь очень усталой.	3426503
2	3.87	3.22	0	3	1	Ne izgledaš loše.	Ты выглядишь неплохо.	4256587
2	3.87	2.14	1	4	1	Džon živi u Njujorku.	Джон живет в Нью-Йорке.	3288346
2	3.87	2.15	1	4	1	Nikada nisam imao devojku.	У меня никогда не было девушки.	3361883
2	3.87	1.73	1	5	1	Marija i ja radimo zajedno.	Мы с Марией работаем вместе.	3342339
2	3.87	1.31	1	6	1	To je ono šta žene hoće.	Это то, чего хотят женщины.	6063838
2	3.87	1.56	0	7	1	Nikad ne znaš šta će biti sutra.	Никогда не знаешь, что случится завтра.	5919503
2	3.88	2.56	1	2	1	Ne gledaj.	Не смотри.	4995904
2	3.88	1.90	2	2	1	Znam gospodina.	Я знаю господина.	5848212
2	3.88	1.23	3	3	1	Ostanite sa nama.	Побудьте с нами.	11173112
2	3.88	2.15	1	4	1	Gde si naučio engleski?	Где ты выучил английский?	5945091
2	3.88	2.15	1	4	1	Ključ je na stolu.	Ключ на столе.	3340744
2	3.88	2.15	1	4	1	Knjiga je na stolu.	Книга на столе.	2345996
2	3.88	2.15	1	4	1	Loše sam znao Engleski.	Я плохо знаю английский.	3243533
2	3.88	2.15	1	4	1	Novac je na stolu.	Деньги на столе.	3246440
2	3.88	2.82	0	4	1	On često svira klavir.	Он часто играет на пианино.	3402682
2	3.88	2.15	1	4	1	Radio je na stolu.	Радио на столе.	3440818
2	3.89	3.24	0	3	1	Tako si mršav.	Ты такой худой.	6309113
2	3.89	3.24	0	3	1	Tako si mršav.	Ты такой тощий.	6309113
2	3.89	2.16	1	4	1	Ja nisam izabrao njega.	Я его не выбирал.	5651308
2	3.89	2.16	1	4	1	Tom se igra napolju.	Том играет на улице.	4339789
2	3.90	2.58	1	2	1	Obećala sam.	Я обещала.	4992637
2	3.90	2.58	1	3	1	Šta si jeo?	Что ты ел?	3434926
2	3.90	2.17	1	4	1	Jesmo li svi ovde?	Мы все здесь?	4324658
2	3.90	2.17	1	4	1	Jesmo li svi tu?	Мы все тут?	4324656
2	3.90	2.17	1	4	1	Juče sam bila srećna.	Вчера я была счастлива.	2925864
2	3.90	2.84	0	4	1	Moja sestra je udovica.	Моя сестра — вдова.	3244886
2	3.90	2.17	1	4	1	Često idem u inostranstvo.	Я часто езжу за границу.	7027099
2	3.90	2.42	0	5	1	Imam novu e-mail adresu.	У меня новый электронный адрес.	3368565
2	3.90	1.75	1	5	1	Kupi knjigu i pročitaj je.	Купи книгу и прочти её.	6906467
2	3.90	1.75	1	5	1	Napisao sam pesmu o Tatoebi.	Я написал песню про Татоэбу.	3368061
2	3.91	3.26	0	2	1	Zezam se.	Я веселюсь.	5043552
2	3.91	2.59	1	3	1	Svi su mrtvi.	Все мертвы.	4997543
2	3.91	2.18	1	4	1	Bio sam u Rimu.	Я был в Риме.	3318254
2	3.91	2.18	1	4	1	Ja sam u Rimu.	Я в Риме.	6169163
2	3.91	2.17	1	4	1	Ne idi tako brzo.	Не иди так быстро.	3250463
2	3.91	2.18	1	4	1	Ona ima dve sestre.	У неё есть две сестры.	1179917
2	3.91	2.18	1	4	1	Ona ima dve sestre.	У неё две сестры.	1179917
2	3.91	2.84	0	4	1	Ovo je Brajan Rok.	Это Брайан Рок.	457804
2	3.91	2.85	0	4	1	Tvoj čamac nije veliki.	Твоя лодка не большая.	3477980
2	3.91	2.17	1	4	1	U Parizu pada sneg.	В Париже идёт снег.	3366085
2	3.91	2.17	1	4	1	U Teksasu pada sneg.	В Техасе идёт снег.	13830504
2	3.91	2.18	1	4	1	Žene rade u restoranu.	Женщины работают в ресторане.	1050871
2	3.91	1.09	2	5	1	On ima nešto protiv mene.	Он что-то против меня имеет.	3313446
2	3.91	2.42	0	5	1	Ona voli poeziju i muziku.	Она любит поэзию и музыку.	3386920
2	3.91	1.34	1	6	1	Ovo je bio njen prvi posao.	Это была её первая работа.	3494404
2	3.92	1.93	2	3	1	Nije bilo odgovora.	Ответа не было.	3395358
2	3.92	2.43	0	5	1	Ja nikada ne jedem meso.	Я никогда не ем мясо.	3501831
2	3.92	2.43	0	5	1	Osam minus šest je dva.	Восемь минус шесть — два.	3370919
2	3.92	2.43	0	5	1	Sedam minus četiri je tri.	Семь минус четыре — три.	3370914
2	3.92	2.43	0	5	1	Sedam minus četiri je tri.	Семь минус четыре будет три.	3370914
2	3.93	0.95	1	2	3	Da, možemo.	Да, можем.	3283428
2	3.93	0.95	1	2	3	Da, možemo.	Да, мы можем.	6900252
2	3.93	2.61	1	2	1	Dođi sutra.	Приходи завтра.	4995968
2	3.93	2.61	1	2	1	Slušate li?	Вы слушаете?	4292396
2	3.93	3.28	0	3	1	Imaš lošu narav.	У тебя плохой характер.	5039840
2	3.93	2.61	1	3	1	Svi su bolesni.	Все больны.	4997549
2	3.93	2.19	1	4	1	Zašto postoje godišnja doba?	Почему существуют времена года?	3478206
2	3.93	1.11	2	5	1	Ja sam protiv tog projekta.	Я против этого проекта.	3298728
2	3.93	1.78	1	5	1	Jedan student danas nije došao.	Один студент сегодня не пришёл.	2228666
2	3.93	2.44	0	5	1	Ona ne ume voziti bicikl.	Она не умеет ездить на велосипеде.	1056870
2	3.93	1.36	1	6	1	Ceo naš grad govori o tome.	Весь наш город об этом говорит.	1058552
2	3.94	1.95	2	3	1	Imate trideset dana.	У вас тридцать дней.	6902437
2	3.94	2.62	1	3	1	On nosi naočare.	Он носит очки.	4243489
2	3.94	2.62	1	3	1	Ona nosi naočare.	Она носит очки.	4243490
2	3.94	1.36	1	4	2	Da li imate pitanja?	У вас есть вопросы?	3284644
2	3.94	2.86	0	4	1	Ja sam veštačka inteligencija.	Я – искусственный интеллект.	13901917
2	3.94	2.20	1	4	1	Koliko dugo si čekao?	Как долго ты ждал?	1074608
2	3.94	2.20	1	4	1	Ovi psi su naši.	Эти собаки наши.	3318245
2	3.94	2.20	1	4	1	Tom ima težak posao.	У Тома трудная работа.	5043545
2	3.94	2.87	0	4	1	Čekaš li na nešto?	Ты чего-то ждёшь?	3357520
2	3.94	1.78	1	5	1	Moj brat radi u Francuskoj.	Мой брат работает во Франции.	3438778
2	3.95	2.63	1	3	1	Jesi li spavao?	Ты спал?	4258416
2	3.95	2.62	1	3	1	Kupio je tepih.	Он купил ковёр.	13466279
2	3.95	2.62	1	3	1	Postao je hrišćanin.	Он стал христианином.	11057705
2	3.95	1.29	3	3	1	Treba ti novac.	Тебе нужны деньги.	5594067
2	3.95	2.04	0	4	2	Kada ćeš konačno naučiti?	Когда ты наконец научишься?	1074617
2	3.95	2.21	1	4	1	Ona je kupila hleb.	Она купила хлеб.	6938047
2	3.95	2.88	0	4	1	Pismo sadrži beli prah.	В письме содержится белый порошок.	3478291
2	3.95	1.54	2	4	1	Tom postavlja previše pitanja.	Том задаёт слишком много вопросов.	11083973
2	3.95	2.46	0	5	1	Ja imam samo jednu sestru.	У меня только одна сестра.	3518007
2	3.95	1.12	2	5	1	Šta si video nakon toga?	Что ты увидел после этого	8862215
2	3.95	0.80	0	7	2	Mislim da znam kako se to radi.	Думаю, я знаю, как это делается.	4250609
2	3.96	2.63	1	3	1	Oborio si drvo.	Ты срубил дерево.	3402128
2	3.96	0.88	3	4	1	Imamo šta nam treba.	У нас есть то, что нам нужно.	4261960
2	3.96	2.05	0	4	2	Izgleda da će kiša.	Кажется, будет дождь.	3256226
2	3.96	2.22	1	4	1	Jesam li pitala tebe?	Я тебя спрашивала?	4449805
2	3.96	2.21	1	4	1	Ne mogu čekati zauvek.	Я не могу ждать вечно.	5806735
2	3.96	2.22	1	4	1	Pitala sam te sinoć.	Я тебя спрашивала вчера вечером.	4254058
2	3.96	1.80	1	5	1	Ja sam student na univerzitetu.	Я студент университета.	1627442
2	3.96	1.80	1	5	1	Juče je bio pun mesec.	Вчера было полнолуние.	6147444
2	3.96	2.47	0	5	1	Ta riba nije za jelo.	Эта рыба несъедобная.	1183328
2	3.97	2.64	1	2	1	Koga čekate?	Кого вы ждёте?	3371112
2	3.97	2.64	1	2	1	Razumela sam.	Я поняла.	2263859
2	3.97	2.64	1	2	1	Razumela sam.	Поняла.	2263859
2	3.97	1.98	2	3	1	I malo hleba.	И немного хлеба.	1166821
2	3.97	1.81	1	3	2	O, sunce moje!	О, солнце моё!	1261905
2	3.97	2.64	1	3	1	Vi ste ludi.	Вы сумасшедшие.	3650821
2	3.97	2.06	0	4	2	Šta radiš ovde, dole?	Что ты здесь делаешь внизу?	5848074
2	3.97	2.06	0	4	2	Šta ćeš da radiš?	Что ты будешь делать?	3419231
2	3.97	2.48	0	5	1	On veoma dobro govori španski.	Он очень хорошо говорит по-испански.	3484249
2	3.97	2.47	0	5	1	Zašto ne kupiš neko vozilo?	Почему ты не купишь какое-нибудь транспортное средство?	3430429
2	3.98	1.99	2	2	1	Budite tamo.	Будьте там.	6897328
2	3.98	3.32	0	2	1	Loše plivam.	Я плохо плаваю.	3387078
2	3.98	2.65	1	2	1	Volim mačke.	Я люблю кошек.	4644934
2	3.98	2.65	1	3	1	Imam dve mačke.	У меня две кошки.	3081398
2	3.98	3.32	0	3	1	Ja nisam filolog.	Я не филолог.	3435499
2	3.98	3.31	0	3	1	Ja sam mehaničar.	Я механик.	4264024
2	3.98	2.65	1	3	1	Koje jezike govoriš?	На каких языках ты говоришь?	3440834
2	3.98	1.98	2	3	1	Najviše volim jesen.	Я больше всего люблю осень.	3391470
2	3.98	2.48	0	3	2	Nastavi da pišeš.	Продолжай писать.	8835722
2	3.98	2.65	1	3	1	O čemu govoriš?	О чём ты говоришь?	3371567
2	3.98	3.31	0	3	1	On je glasan.	У него громкий голос.	6382640
2	3.98	3.31	0	3	1	On je glasan.	Он громкий.	6382640
2	3.98	2.65	1	3	1	Padala je kiša.	Шёл дождь.	6535704
2	3.98	2.65	1	3	1	Rezultati su negativni.	Результаты негативные.	1528417
2	3.98	3.32	0	3	1	Usamljenost je strašna.	Одиночество ужасно.	3374224
2	3.98	2.90	0	4	1	Ta torba je moja.	Та сумка моя.	488810
2	3.98	2.90	0	4	1	Tvoja torba je ovde.	Твоя сумка здесь.	3245801
2	3.98	2.07	0	4	2	Šta treba da kupim?	Что мне нужно купить?	3300817
2	3.98	1.15	2	5	1	Broj od jedan do deset.	Считай от одного до десяти.	3311722
2	3.98	1.15	2	5	1	Broj od jedan do deset.	Сосчитай от одного до десяти.	3311722
2	3.98	1.81	1	5	1	Ko je napisao to pismo?	Кто написал то письмо?	3311757
2	3.98	2.49	0	5	1	On ponosno nosi zelenu zvezdu.	Он гордо носит зелёную звезду.	1293874
2	3.99	1.32	3	3	1	To mi odgovara.	Мне это подходит.	5848760
2	3.99	1.32	3	3	1	To mi odgovara.	Меня это устраивает.	5848759
2	3.99	2.08	0	4	2	Nemaš ženu, zar ne?	У тебя нет жены, не так ли?	5980248
2	3.99	2.49	0	5	1	Dobro je ovu vodu piti.	Эту воду пить полезно.	5633327
2	3.99	2.49	0	5	1	Moj pas ima dugačak rep.	У моей собаки длинный хвост.	3313606
2	3.99	1.16	2	5	1	Tom nema novca kod sebe.	У Тома нет с собой денег.	6567929
2	4.00	2.92	0	4	1	Univerzum je pun misterija.	Вселенная полна тайн.	10686090
2	4.00	2.50	0	5	1	Fudbal je moj omiljeni sport.	Футбол - мой любимый вид спорта.	3311478
2	4.00	2.50	0	5	1	Koji je tvoj omiljeni film?	Какой у тебя любимый фильм?	898383
2	4.00	2.50	0	5	1	To je moj omiljeni projekat.	Это мой любимый проект.	3311736
2	4.01	2.68	1	3	1	Bole me oči.	У меня болят глаза.	3477987
2	4.01	3.34	0	3	1	On je knjigovođa.	Он бухгалтер.	2228723
2	4.01	2.26	1	4	1	Revolucija ima svoje zakone.	У революции свои законы.	6901432
2	4.01	1.59	2	4	1	Svi su znali to.	Все знали это.	4250722
2	4.01	2.93	0	4	1	To je slepa ulica.	Это тупик.	3340681
2	4.01	2.26	1	4	1	Više nemam mobilni telefon.	У меня больше нет мобильного телефона.	4995350
2	4.01	2.92	0	4	1	Čija je ovo gitara?	Чья это гитара?	3305664
2	4.01	2.93	0	4	1	Šta ćeš za užinu?	Что у тебя будет на полдник?	3244006
2	4.01	1.84	1	5	1	Ne živim u ovom gradu.	Я не живу в этом городе.	2925848
2	4.01	1.84	1	5	1	Ne živim u tom gradu.	Я не живу в том городе.	2925852
2	4.01	1.17	2	5	1	Tom je bio dobar čovek.	Том был хорошим человеком.	3387284
2	4.02	2.02	2	3	1	Nemam dovoljno memorije.	Мне не хватает памяти.	3394640
2	4.02	2.02	2	3	1	On prodaje piće.	Он продает напитки.	3478691
2	4.02	2.68	1	3	1	Spustio sam pištolj.	Я опустил пистолет.	8898612
2	4.02	2.02	2	3	1	Svi su gledali.	Все смотрели.	4997539
2	4.02	2.52	0	3	2	Usput, gde živiš?	Кстати, где ты живешь?	3311332
2	4.02	2.10	0	4	2	Nauči da misliš pozitivno!	Учись мыслить позитивно!	6309096
2	4.02	2.27	1	4	1	On je pio pivo.	Он пил пиво.	3281287
2	4.02	2.93	0	4	1	Postoji li objektivna istorija?	Существует ли объективная история?	392444
2	4.02	2.93	0	4	1	Zašto ne učiš engleski?	Почему ты не учишь английский?	4248489
2	4.02	2.52	0	5	1	Moj brat igra dobro tenis.	Мой брат хорошо играет в теннис.	3313560
2	4.02	2.52	0	5	1	On igra tenis svaki dan.	Он играет в теннис каждый день.	3253154
2	4.02	2.52	0	5	1	On igra tenis svaki dan.	Он каждый день играет в теннис.	3253154
2	4.02	1.18	2	5	1	Ona živi daleko od mene.	Она живёт далеко от меня.	3650956
2	4.02	2.51	0	5	1	Ova kutija je skoro prazna.	Эта коробка почти пустая.	4790620
2	4.02	2.51	0	5	1	Ova zemlja daje dobar prinos.	Эта земля даёт хороший урожай.	3265460
2	4.02	1.27	0	6	2	Pa šta ako je to tačno?	А что, если это правда?	5029104
2	4.03	2.69	1	3	1	Tom je naivan.	Том наивный.	3350423
2	4.03	2.69	1	3	1	Tom je naivan.	Том наивен.	3350423
2	4.03	2.69	1	3	1	U šta veruješ?	Во что ты веришь?	5909471
2	4.03	2.69	1	3	1	Videla sam mačku.	Я видела кошку.	5841810
2	4.03	2.95	0	4	1	Imam privremenu vozačku dozvolu.	У меня временные водительские права.	3279778
2	4.03	2.27	1	4	1	Koliko si velik porastao!	Какой ты большой вырос!	931762
2	4.03	0.94	3	4	1	Ne treba mi ništa.	Мне ничего не нужно.	5909492
2	4.03	1.61	2	4	1	Čija su ovo kola?	Чья это машина?	5843369
2	4.03	1.44	1	6	1	On ima mnogo knjiga o istoriji.	У него много книг по истории.	901395
2	4.04	1.37	3	3	1	Nemam drugih pitanja.	У меня нет других вопросов.	8888867
2	4.04	2.70	1	3	1	Slušala je muziku.	Она слушала музыку.	3392070
2	4.04	2.28	1	4	1	Kako je prošao intervju?	Как прошло интервью?	3371252
2	4.04	2.29	1	4	1	Sat je na zidu.	Часы висят на стене.	3343440
2	4.04	2.12	0	4	2	Čujem da neko peva.	Я слышу, как кто-то поёт.	3370556
2	4.04	1.86	1	5	1	- Ko ste vi? -Ja - mama.	"Вы кто?" — "Я мама".	1116822
2	4.04	1.87	1	5	1	On je bio moj kolega.	Он был моим коллегой.	3506040
2	4.04	2.12	0	6	1	Jesi li ikada video nešto ovako?	Ты когда-нибудь видел что-то подобное?	4240796
2	4.05	2.71	1	2	1	Ne brini.	Не беспокойся.	465950
2	4.05	2.71	1	2	1	Ne brini.	Не волнуйся.	465950
2	4.05	2.71	1	2	1	Pijete kafu?	Ты пьёшь кофе?	1168708
2	4.05	2.71	1	3	1	Mama je plakala.	Мама плакала.	6535707
2	4.05	2.71	1	3	1	Ne volim kolače.	Я не люблю пирожные.	3284425
2	4.05	2.71	1	3	1	Ona je plakala.	Она плакала.	1228544
2	4.05	2.13	0	4	2	Hoću da se vratim.	Я хочу возвратиться.	3435909
2	4.05	1.62	2	4	1	Ko su ovi ljudi?	Кто эти люди?	3429825
2	4.05	2.96	0	4	1	Moj brat je idiot.	Мой брат - идиот.	3302927
2	4.05	2.29	1	4	1	Možete li to ponoviti?	Не могли бы вы повторить это?	5848013
2	4.05	2.29	1	4	1	Možete li to ponoviti?	Можете ли это повторить?	5848013
2	4.05	1.46	1	4	2	Tom voli da piše.	Том любит писать.	4248691
2	4.05	1.88	1	5	1	Bila je to loša situacija.	Это была плохая ситуация.	5028718
2	4.05	1.05	1	5	2	Ovako je trebalo da bude.	Вот как это должно было быть.	4238252
2	4.05	1.88	1	5	1	To je bila loša situacija.	Это была плохая ситуация.	5028717
2	4.06	2.72	1	2	1	Slušaj pažljivo.	Слушай внимательно.	5003552
2	4.06	3.39	0	2	1	Učim korejski.	Я учу корейский.	4243342
2	4.06	3.38	0	3	1	Imaš čudesan glas.	У тебя чудесный голос.	3418509
2	4.06	3.38	0	3	1	Kakav čudesan dan!	Какой чудесный день!	1135344
2	4.06	2.05	2	3	1	Otvorila je vrata.	Она открыла дверь.	6900190
2	4.06	2.30	1	4	1	Gde sam ga stavila?	Куда я его поставила?	4449846
2	4.06	2.30	1	4	1	Gde sam ga stavila?	Куда я его положила?	4449846
2	4.06	2.30	1	4	1	Gde sam je stavila?	Куда я её положила?	4449847
2	4.06	2.30	1	4	1	Gde sam je stavila?	Куда я её поставила?	4449847
2	4.06	2.97	0	4	1	Ova olovka ne radi.	Этот карандаш не пишет.	5002888
2	4.06	1.88	1	5	1	Ima li nekoga u kući?	В доме кто-нибудь есть?	6535709
2	4.06	1.88	1	5	1	Imala sam mnogo loš dan.	У меня был очень плохой день.	4274699
2	4.06	1.88	1	5	1	Imao sam mnogo loš dan.	У меня был очень плохой день.	4274697
2	4.06	1.88	1	5	1	Moj automobil je u garazi.	Мой автомобиль в гараже.	6024223
2	4.06	2.55	0	5	1	Sneg je beo i hladan.	Снег белый и холодный.	2135787
2	4.06	1.22	2	5	1	Tom živi u centru grada.	Том живёт в центре города.	5024377
2	4.06	1.88	1	5	1	Tri su osobe na slici.	На картине три человека.	3477700
2	4.06	1.47	1	6	1	Niko ne živi u ovoj kući.	В этом доме никто не живёт.	664827
2	4.06	1.47	1	6	1	Sutra ću biti kući ceo dan.	Завтра я весь день буду дома.	5843358
2	4.06	1.47	1	6	1	Sutra ću biti kući ceo dan.	Завтра я целый день буду дома.	5843358
2	4.07	2.73	1	3	1	On je trčao.	Он бежал.	2263835
2	4.07	2.73	1	3	1	On je trčao.	Он бегал.	2263835
2	4.07	2.06	2	3	1	On poznaje gradonačelnika.	Он знаком с градоначальником.	3264392
2	4.07	2.06	2	3	1	On poznaje gradonačelnika.	Он знаком с мэром.	3264392
2	4.07	2.06	2	3	1	Šta ste kupili?	Вы кого купили?	1103110
2	4.07	2.14	0	4	2	Da li imaš blog?	У тебя есть блог?	2499655
2	4.07	2.31	1	4	1	Pacijent je izgledao zdravo.	Пациент выглядел здоровым.	3429736
2	4.07	1.89	1	5	1	Neko je u ovoj sobi.	В этой комнате кто-то есть.	3414566
2	4.07	1.89	1	5	1	Ona ga nikada nije videla.	Она его никогда не видела.	6897454
2	4.07	1.89	1	5	1	Pogrešno si napisao moje ime.	Ты неправильно написал моё имя.	3544592
2	4.07	1.89	1	5	1	Volim svu svoju decu podjednako.	Я люблю всех своих детей одинаково.	6863192
2	4.08	3.40	0	2	1	Imam baklju.	У меня есть факел.	8838971
2	4.08	2.56	0	2	2	Pasoš, molim.	Паспорт, пожалуйста.	3386990
2	4.08	2.06	2	2	1	Pobedili smo!	Мы победили!	4993205
2	4.08	2.06	2	2	1	Pobedili smo.	Мы победили.	2057008
2	4.08	2.06	2	2	1	Pobedili ste!	Вы победили!	4993171
2	4.08	2.06	2	2	1	Pobedili su.	Они победили.	6535748
2	4.08	2.98	0	4	1	Imam alergiju na mleko.	У меня аллергия на молоко.	3484163
2	4.08	2.31	1	4	1	Zašto žene vole poklone?	Почему женщины любят подарки?	3478058
2	4.08	1.24	2	5	1	Beograd je glavni grad Srbije.	Белград — столица Сербии.	1080480
2	4.08	1.90	1	5	1	Bila je to teška odluka.	Это было трудное решение.	5028721
2	4.08	1.73	0	5	2	Da li me neko čuje?	Меня кто-нибудь слышит?	3424992
2	4.08	1.24	2	5	1	Glavni grad Srbije je Beograd.	Столица Сербии - Белград.	1133792
2	4.08	1.90	1	5	1	Izgubila je svoj novi sat.	Она потеряла свои новые часы.	3393877
2	4.08	1.90	1	5	1	Moji me prijatelji zovu profesor.	Друзья зовут меня профессором.	3478029
2	4.08	1.90	1	5	1	Napisao je knjigu o Kini.	Он написал книгу о Китае.	3305653
2	4.08	1.90	1	5	1	Napisao je knjigu u Kini.	Он написал книгу в Китае.	3305651
2	4.08	2.57	0	5	1	Ona se mnogo plaši zmija.	Она очень боится змей.	3256196
2	4.09	2.58	0	3	2	Hoću da spavam!	Я спать хочу!	3547622
2	4.09	3.41	0	3	1	Ja nisam Kanađanin.	Я не канадец.	3334744
2	4.09	3.41	0	3	1	Ja sam Kanađanin.	Я канадец.	4999323
2	4.09	2.58	0	3	2	Jedan nož, nedostaje.	Одного ножа не хватает.	3313383
2	4.09	2.74	1	3	1	Koliko si popio?	Сколько ты выпил?	8862236
2	4.09	2.08	2	3	1	Nemaš sve činjenice.	У вас нет всех фактов.	3531363
2	4.09	2.08	2	3	1	Nemaš sve činjenice.	У тебя нет всех фактов.	3531363
2	4.09	2.08	2	3	1	Nemaš sve činjenice.	Ты не располагаешь всеми фактами.	3531363
2	4.09	2.08	2	3	1	Nismo ništa pitali.	Мы ничего не спрашивали.	3410249
2	4.09	2.99	0	4	1	Boston je prelep grad.	Бостон — прекрасный город.	3410296
2	4.09	2.99	0	4	1	Braon šešir je star.	Коричневая шляпа старая.	3440806
2	4.09	2.99	0	4	1	Koliko knjiga pročitaš mesečno?	Сколько книг ты читаешь за месяц?	3250842
2	4.09	2.99	0	4	1	Koliko košta ovaj šešir?	Сколько стоит эта шляпа?	6316171
2	4.09	2.16	0	4	2	On voli da putuje.	Он любит путешествовать.	3285930
2	4.09	2.99	0	4	1	Ona hoće novi šešir.	Она хочет новую шляпу.	3392096
2	4.09	2.99	0	4	1	Zašto ne jedeš povrće?	Почему ты не ешь овощи?	3390107
2	4.09	2.57	0	5	1	Veliki brod zahteva duboku vodu.	Большому кораблю нужна глубокая вода.	1149292
2	4.09	1.32	0	6	2	Da li si video ovaj film?	Ты видел этот фильм?	3288357
2	4.10	2.08	2	3	1	Rešili smo problem.	Мы решили проблему.	5633348
2	4.10	2.33	1	4	1	Matis je poznati slikar.	Матисс - известный художник.	1835594
2	4.10	3.00	0	4	1	Ona obožava italijansku operu.	Она обожает итальянскую оперу.	3437366
2	4.10	1.92	1	5	1	Danas sam pročitao jednu knjigu.	Я сегодня прочитал одну книгу.	3386969
2	4.10	1.92	1	5	1	Već sam pročitao ovu knjigu.	Я уже прочитал эту книгу.	3318201
2	4.10	1.25	2	5	1	Znate li koliko je sati?	Знаете, сколько время?	5847119
2	4.10	1.25	2	5	1	Znate li koliko je sati?	Вы знаете, сколько времени?	5843389
2	4.10	2.17	0	6	1	Moram se boriti za svoju demokratiju.	Мы должны бороться за свою демократию.	1043520
2	4.11	3.42	0	2	1	Kako dirljivo!	Как трогательно!	4999454
2	4.11	2.09	2	2	1	Zaboravili smo.	Мы забыли.	6018047
2	4.11	3.43	0	3	1	Lingvistika je korisna.	Лингвистика полезна.	3484162
2	4.11	2.09	2	3	1	Nešto smo zaboravili.	Мы что-то забыли.	3395297
2	4.11	2.18	0	4	2	Moram da uradim nešto.	Я должен что-то сделать.	3395185
2	4.11	3.00	0	4	1	On ima interesantnu knjigu.	У него есть интересная книга.	3369415
2	4.11	1.93	1	5	1	Nas dvoje smo toliko različiti.	Мы двое такие разные.	6150587
2	4.11	1.76	0	5	2	Ne želim da idem sam.	Я не хочу идти один.	884468
2	4.12	2.77	1	2	1	Znaće oni.	Они узнают.	4993314
2	4.12	3.43	0	3	1	Ja sam Gregor.	Я Грегор.	2149766
2	4.12	2.77	1	3	1	Napunio sam čašu.	Я наполнил стакан.	3650886
2	4.12	2.77	1	3	1	Napunio sam čašu.	Я наполнил бокал.	3650886
2	4.12	2.77	1	3	1	Tom mrzi Mariju.	Том ненавидит Марию.	3392008
2	4.12	2.10	2	3	1	Zemlja je planeta.	Земля - это планета.	3366101
2	4.12	2.10	2	3	1	Zemlja je planeta.	Земля - планета.	3366101
2	4.12	2.35	1	4	1	Automobil je zamenio bicikl.	Автомобиль заменил велосипед.	11172042
2	4.12	1.52	1	4	2	Kada se to desilo?	Когда это случилось?	10689102
2	4.12	1.69	2	4	1	Nikada nismo imali auto.	У нас никогда не было автомобиля.	3374226
2	4.12	2.35	1	4	1	Ona ima lepe oči.	У неё красивые глаза.	3304324
2	4.12	2.35	1	4	1	Ona ima lepe oči.	У нее красивые глаза.	3304324
2	4.12	3.02	0	4	1	Zašto je nebo plavo?	Почему небо голубое?	3334752
2	4.12	1.10	1	5	2	Ja ne mogu da kažem.	Я не могу сказать.	1103122
2	4.13	2.11	2	2	1	Volim zabave.	Я люблю праздники.	1054401
2	4.13	1.53	1	4	2	Da li ste spremni?	Вы готовы?	3318091
2	4.13	1.69	2	4	1	Došli smo po tebe.	Мы пришли за тобой.	4253864
2	4.13	0.86	2	4	2	Hjustone, imali smo problem.	Хьюстон, у нас была проблема.	6059324
2	4.13	3.03	0	4	1	Latinski je mrtav jezik.	Латынь - мёртвый язык.	3341490
2	4.13	3.03	0	4	1	Ne znam dobro Latinski.	Я не силён в латыни.	3341491
2	4.13	1.69	2	4	1	On ima dvoje kola.	У него две машины.	6918459
2	4.13	1.69	2	4	1	Zašto ste to uradili?	Зачем вы это сделали?	4258337
2	4.13	1.69	2	4	1	Šta ste sad uradili?	Что вы сейчас сделали?	4258331
2	4.13	1.69	2	4	1	Šta ste sada uradili?	Что вы сейчас сделали?	4258330
2	4.13	1.36	0	6	2	Da li je to samo igra?	Это просто игра?	3427973
2	4.14	2.12	2	3	1	Danas nema vetra.	Сегодня нет ветра.	3248309
2	4.14	1.70	2	4	1	Bili smo dobri prijatelji.	Мы были хорошими друзьями.	3373365
2	4.14	3.03	0	4	1	Ili Cezar ili ništa.	Или Цезарь, или ничего.	5809524
2	4.14	3.03	0	4	1	Ili Cezar ili ništa.	Или Цезарь, или ничто.	5809523
2	4.14	2.36	1	4	1	Ja sam načulio uši.	Я навострил уши.	1043439
2	4.14	2.37	1	4	1	Kako je ona izgledala?	Как она выглядела?	3495248
2	4.14	3.03	0	4	1	On je strpljiv čovek.	Он терпеливый человек.	3414421
2	4.14	3.03	0	4	1	On tečno čita francuski.	Он бегло читает по-французски.	6906393
2	4.14	2.62	0	5	1	Ja imam baštu za povrće.	У меня есть огород.	2315420
2	4.14	1.95	1	5	1	Ja sam radio u banci.	Я работал в банке.	1179884
2	4.14	1.95	1	5	1	Kakva je bila tvoja strategija?	Какая у тебя была стратегия?	13818689
2	4.14	2.62	0	5	1	Taj sat žuri jedan minut.	Те часы спешат на одну минуту.	665165
2	4.14	2.20	0	6	1	Ovaj fenomen je veoma lako objasniti.	Этот феномен очень легко объяснить.	3391620
2	4.15	2.79	1	2	1	Volim slatkiše.	Я люблю сладкое.	3387075
2	4.15	2.79	1	2	1	Volim slatkiše.	Я люблю сладости.	3387075
2	4.15	2.13	2	3	1	Hoćeš li ribe?	Хочешь рыбы?	3430782
2	4.15	2.79	1	3	1	Jesi li spavala?	Ты спала?	4258417
